"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"DMOCWMMHJ_-0VKTY",9548,805996,"14"
"RFFKL8CSUU69EN9W",9527,944357,"02"
"DKWBNEKSCVHNOXZM",9535,805996,"14"
"QQT_3WECDVYG2X3U",9486,988495,"02"
"Y6PWHXOYTMSYL7AW",9483,904731,"14"
"U7DIE6TDULLEJF_U",9534,848097,"05"
"ZMAO9CTA3PTADK1W",9562,960619,"06"
"IULNQQG2THLNIH0M",9466,960619,"06"
"AIJB4KCZ-YJLP0U4",9490,777569,"09"
"17XTIGDDCKMGDN70",9477,904731,"04"
"5F3QVFJ99Z1YQU2S",9480,879483,"07"
"FIEIC3Q1VEZA3JCU",9518,848097,"05"
"AWX_MBCRMGAXDGQ4",9499,828864,"05"
"THTXJVYXCHNNI2NE",9534,925966,"05"
"UGLS8NEXDB0LXLOW",9527,925966,"07"
"FGKFMFJQ13TLZ6BC",9554,988495,"18"
"VU03LD8NBQ7E_LLY",9472,805996,"18"
"34_LBNDMBZ1PIHQM",9456,904731,"16"
"3YXLGD8TWIZBBKSU",9465,982008,"14"
"LPALKN1XH6CCT_8O",9537,848097,"18"
"3LUYEVA7Q8IHWIY8",9522,805996,"14"
"QHBPXKENFZWG-JC0",9514,848097,"06"
"6GKJJVR7LM1OATN0",9459,904731,"04"
"L3UBZIHL7JQVNCJU",9492,1011941,"05"
"RQTJGBEKOSBYRRRG",9546,1080978,"18"
"APTRN3_QUEDDHWII",9560,1018319,"16"
"9RZZQOJVYCFGLLLG",9499,828864,"14"
"NHHOMQUX7OP7UCK4",9449,777569,"18"
"LQV6IVBXBHR5D6RA",9563,925966,"14"
"VU-WKBPC0CVKXOCW",9472,925966,"14"
"LU8CNIPNG5T2NFCU",9536,848097,"11"
"FKFHNXHAE0V4DYAS",9507,925966,"14"
"1LZIOVREYIW0AEDU",9485,805996,"14"
"YAGZXDNMKNZMHLUW",9483,988495,"14"
"KSHRCEGWKXFNWGKU",9535,925966,"14"
"OJTVZO5NBVQNQPSQ",9484,777569,"14"
"Z7U_QUON6E3F14CA",9533,1139478,"04"
"KC0LVQDNIHFACWMK",9476,1032246,"06"
"WCQIUCCN0F1RK7OS",9560,828864,"14"
"VHC3LBXIC1W8DONQ",9556,805996,"09"
"7LMKUYJUVSLY8OLA",9464,1183088,"06"
"G0TJ7HPBR6W89QBQ",9487,944357,"05"
"8A6F7S9CDG5HICPS",9511,1041480,"06"
"_AIWBRL1MKMQUHDM",9529,944357,"08"
"SHCKW76K5LQ9LZJO",9546,879483,"08"
"CUOWIIYYX3RCYTU8",9480,988495,"06"
"VEPTXFVZTDUOKUHO",9470,944357,"14"
"JGGKYPIMNPHP_CBK",9532,848097,"02"
"NRITCST3XSS4EXZG",9518,879483,"14"
"_V-TUVDSL-OFH8OM",9458,828864,"02"
"JAXRSNDNYGSMPVO8",9508,988495,"06"
"WEFHPWNTL2RWAXXM",9526,925966,"01"
"SYRB3JLZJHIH2NSM",9452,848097,"02"
"AOB0J1YXWZT76Q2W",9561,879483,"18"
"AK72AJHFEF0-4JUG",9555,1032246,"18"
"XTERUO4FK5C3YSY4",9480,848097,"18"
"ZBRDVDPTX1HMMDDM",9554,828864,"09"
"SEXNPCA1Z_UNNNW8",9548,1139478,"06"
"WBGILZ8VSFODWU18",9564,1041480,"14"
"CZV7-LZ2OLBO7RPM",9556,795449,"06"
"VSDBK_OCPIEITGOO",9499,848097,"14"
"IY1N7QDCAL0WLKLK",9546,988495,"04"
"NGCZZ-OLVQLRUFV8",9501,848097,"04"
"QY6QV1AJENRWH4XK",9525,925966,"14"
"7KJELSCTOR7YC1XQ",9556,1080978,"06"
"SH62QSR5HNVBTQNA",9459,777569,"14"
"JDSB6QXSLJ4XNCNY",9459,777569,"14"
"ZRSGEBUJG7A1SS38",9532,879483,"05"
"UCJKV7OYO2-255EQ",9507,848097,"06"
"JYQXRJIQQCYW7DPI",9554,848097,"18"
"U0SB5J8_LAW0_BBK",9480,805996,"14"
"CZXKFTFEE2R3BQFA",9514,925966,"02"
"ZQL_1UO89E92ZZF0",9484,805996,"14"
"ICGNCUCZY9N6AGWS",9549,1066324,"02"
"JWKX37F4V8IXNNFE",9557,1139478,"06"
"DYXQ29E7HXE8GX8G",9459,789794,"07"
"URK2C-VIV0YMUIHQ",9462,828864,"02"
"JOLGEAXRHZE5CTSG",9462,1017275,"02"
"D8NU7IJA3IRQGZ6U",9535,1080978,"01"
"QUR78RRM9M5F_LLQ",9457,828864,"14"
"MIWPDVTHBR9GMRBW",9526,1032246,"01"
"DDTOI1X7GWBYFXN8",9465,952720,"02"
"1FAFK16OY6NMDO7U",9540,879483,"05"
"AAK7JZFV8VZ9WJOQ",9554,988495,"05"
"MV0DMZKZE8MULFOS",9479,904731,"14"
"PBVUSQFJUIWUBBPG",9472,944357,"06"
"ODDB2OWPQBZK6HYG",9549,1112753,"06"
"IZBP19PRMEHGFVCA",9519,848097,"19"
"EY4V5RGZIH7XM5_I",9455,848097,"14"
"7E3JPRPZKHHY1SVS",9518,1139478,"06"
"5CRCFW5EKOIN6BJ8",9477,848097,"18"
"8LBMKV2MU3GQVQJO",9518,1139478,"06"
"OHUWKPFX0_SMNJBK",9470,904731,"05"
"Y6MMGMXNIQHKUVNU",9513,1139478,"06"
"DEFOMM7PUXMARZZA",9462,937289,"02"
"NS1IINCZWVP1HLNS",9557,1218170,"06"
"6I75DDNUKOIL0Z5W",9555,739437,"14"
"OGP8ZAGZO6_C6F4I",9556,904731,"14"
"EH3OJBGDMN0ZKJCQ",9532,864754,"08"
"MFI3SJ5NIGBXYN24",9548,892709,"14"
"1JUGHV_ODGJR-XL0",9518,904731,"06"
"JSEVG1UTPNDCNZJA",9540,1050200,"14"
"WK_3TKMFKAZ3GKG0",9536,991012,"16"
"3XZLH7_9EFXSPAOU",9514,864754,"11"
"DLCO6GE_QN-SQDSK",9508,739437,"08"
"RUDDVSVQROHBTOV8",9451,988495,"18"
"N6JRKKSOQ2GNOHDK",9483,944357,"06"
"YHL3SMTN-2SBDKPS",9477,988495,"06"
"LNVUJEGBYBVL7WMY",9470,944357,"07"
"UESWMEBNFACLTKW8",9554,848097,"08"
"TYTBRPWOENGRYLAI",9462,777569,"06"
"479YEVQU2XQ67DHO",9499,904731,"18"
"WACHW54ZLENXJJIQ",9519,944357,"06"
"-M7DS03LWQYM4BJY",9547,805996,"02"
"GXYCH6YVCBCG13ZA",9469,988495,"06"
"DDOHAGZQZYZKXSVE",9458,864754,"08"
"PFRGSIN5JIMSC67I",9471,925966,"05"
"KFD5NCWWT-HQIVJS",9562,1080978,"02"
"S1HZAG7XHQNINVQO",9539,1080978,"06"
"XOIMDC3FCU4KW-20",9562,904731,"07"
"RLAHTKBBUPVZ07_I",9534,848097,"06"
"UHK3AIVYP6NBIW_C",9555,1218170,"06"
"E_QNLVDT6RYA2-Q0",9535,944357,"06"
"Z7PJSIKJ59BDVALM",9456,1041480,"06"
"BU91SQTC7RSIZLN4",9550,1080978,"18"
"CG4IPEDMWAF6AVU8",9513,848097,"05"
"9IFKOAQQI2FBSIM8",9556,925966,"14"
"LR2E5PCU9BPWHYJQ",9491,805996,"14"
"0I5J3BMKR6UHHEAU",9456,848097,"06"
"LEHLERS7WVRDVTIQ",9452,915763,"04"
"L0_AOLVGNF3AIOCO",9452,1066324,"02"
"-FEHTJBVE8NYMRD8",9466,944357,"06"
"J4440INDBOBT6_J8",9483,1218170,"01"
"8-C03THWC06BNAOO",9535,1011941,"07"
"25SE7GPENOZVNFHA",9547,815674,"14"
"BNTOC-6GAX1ME8IA",9508,805996,"14"
"0HKS75PSKRT2P9A4",9534,904731,"18"
"R0SHPXP2URZMNCS4",9478,988495,"06"
"VF4JXBA3_Y7S4D8M",9476,904731,"14"
"_OQZLVVF7H-P8U1C",9513,848097,"06"
"IV4JQ_GUY6O_XLSA",9556,848097,"14"
"AIMMOFFPD7JVCDDG",9451,1080978,"06"
"JDQGTWVWN7JD43RA",9505,828864,"08"
"9_KZEFVKF60_M4NG",9508,904731,"14"
"TRDMCWRHVUVVZKOQ",9478,848097,"05"
"O1NR3NMEBYJGKXHU",9483,864754,"14"
"ZY5NSYKROBCRWLEM",9539,925966,"03"
"HLAYMYVWRAIJDJHA",9522,777569,"14"
"UJBBNFMPKRKCAZHU",9532,805996,"14"
"74WZK_CRFLQTQL_O",9522,904731,"06"
"HJF3UWQ6EG9FMHC0",9549,805996,"06"
"_RPYSTFLRDB4__EQ",9471,777569,"15"
"CG12TYKIPEVKUNXW",9501,777569,"02"
"QM6N2MGNLYL2RFPY",9555,904731,"02"
"RZFWWYH4K9FX2-UA",9563,777569,"06"
"LHTLMVM1KKYXDHXK",9451,848097,"18"
"1W4ZSI4BBLN5HLFS",9556,904731,"04"
"13BNHVG7INH2VFUI",9534,944357,"09"
"YDKICNNKFCNN2WFE",9485,904731,"07"
"QPAVBLJ3ZKJ1VVMU",9484,892709,"09"
"MYUBSWA52TBHBT9I",9533,904731,"02"
"1KKMT8ZMFYIWAYYY",9487,763859,"05"
"ZH5--M1EF5N613WY",9451,904731,"06"
"E7BTJECB3C_SAO9Y",9546,1218170,"21"
"ZCER0Z2BZG2EUD34",9504,988495,"02"
"GSQKBSODL_6HLGDC",9518,904731,"04"
"IT1NBV8ZMIOFFFVS",9540,960619,"14"
"RJA5FAKUPPIZKOHK",9480,805996,"02"
"HUTN-CLTEI2IIDA0",9554,848097,"02"
"V-KDGTEJDG8E125K",9536,976605,"16"
"YEQTDSOEEEH6EIKW",9536,892709,"09"
"ACZEA6JCXZHOMSZC",9508,848097,"18"
"6U17BQWOQPNEITKA",9511,805996,"07"
"XFJBP_UKO_XRH6SO",9473,848097,"06"
"TROC__JIVFTFER8S",9511,925966,"04"
"CL6ZDC8IN11MUGG4",9484,805996,"05"
"KNK5GW26HZEGXK-0",9555,1129283,"06"
"W3O_LRNLC02KS4BW",9473,848097,"21"
"EZAFPJLFS6RCACR0",9513,828864,"14"
"DMTQZ0DFPIMDBJ4E",9536,915763,"02"
"HCQIF1FNR_TCUOJM",9562,904731,"15"
"RIPMTCB3KOBCNDRI",9459,805996,"18"
"IN_ZHEQJCSC2MG94",9526,848097,"03"
"OMYQNXLZPUGIJLXE",9554,777569,"02"
"DSGYFGDKC-PK2VKY",9554,828864,"03"
"LUVLHH3JTTP0TRSA",9534,988495,"01"
"YKNIRZQDGZBYRAWW",9456,848097,"14"
"QMQQQ8UVVQZOHPAK",9555,1087839,"01"
"LK0S4RFUUKCXNSEU",9459,879483,"14"
"CFGLF65_NPZHWAWS",9527,944357,"14"
"YWYBMU142C8EKZ5A",9459,848097,"05"
"EZMOV_FRO_5BYSV0",9563,864754,"02"
"LBAHKPMJTDIS_V6I",9564,848097,"19"
"CVWICONC0MXKVRNG",9459,879483,"02"
"Z6IN1IDICJU6YDKY",9553,848097,"02"
"90OPYJUBMAEXBGUM",9557,763859,"09"
"V5OMOTNEAHDHF1ES",9562,892709,"06"
"2_QRQ9NVY5WQWHMY",9507,904731,"05"
"AFPQV9IWRTS0UXYO",9562,864754,"02"
"WMPI8WOEOJSWQLSW",9458,879483,"14"
"IMI-CUCERHNXCZUC",9513,975222,"06"
"_INBJPEMDH8AWVIM",9521,848097,"04"
"FNKWON5HY9VNKYVS",9464,828864,"02"
"CZ_I5XNXKEF7AFUI",9554,904731,"06"
"UL1AGE9WUYBZNCCM",9505,805996,"07"
"J8TMGL8JLL6WFFIY",9471,777569,"05"
"LL9FWCGCU2FE2KYE",9455,805996,"08"
"8OEAPUSAO-YRBCRQ",9549,1066324,"06"
"GBTKUV10WQMHWSOE",9469,848097,"14"
"U9GAOLZBX29UCA1I",9490,988495,"06"
"SBEEZP1DLR0RA-RO",9548,805996,"02"
"94RM-RCQQUZEGPJO",9537,879483,"06"
"R-0YUDDXQ8GBYCD0",9564,988495,"14"
"WSHAXESNZAVALV7S",9462,904731,"05"
"R1Y4EF_YN3FQXM18",9455,879483,"07"
"RXVQT-KACJDZ57K0",9452,925966,"09"
"0ENOK-SJZBQEXTRI",9535,1058465,"02"
"UHQZN8EB7YVUX6VY",9560,879483,"02"
"CKZE2N0AWWDQ6HHA",9500,848097,"14"
"K41VOQC52-Q5A0RM",9514,864754,"18"
"LH4V4HNHTJDE60DC",9512,1112753,"18"
"5_TRFMGYZGVXZKN4",9556,1112753,"18"
"SCEPPBWAJO3SYHWW",9554,988495,"02"
"JOLGEAXRHZE5CTSG",9550,1084445,"14"
"RXQPSMNCNLJNOPIM",9465,904731,"06"
"I3TVK63ETJES4-3W",9554,960619,"05"
"GC0SRISXSVSJIQ8S",9562,1112753,"18"
"MJVOVWTGODUJBUHM",9527,848097,"02"
"6RHNYKTU_OW7JCHC",9561,925966,"05"
"NAAPWKDOI44KWTVU",9469,904731,"14"
"MSRZ7YNBESJXSJDU",9490,925966,"02"
"K56NHZOG4FEDFALO",9499,805996,"05"
"LZRILCT2LM68E_4Q",9539,777569,"05"
"O52KD0EPACKY1TAO",9485,805996,"14"
"OJVTV7L8FZJ80XPG",9547,879483,"14"
"JNN7DDLPHLGAVEQE",9561,848097,"14"
"YLEJB3T_NPOCPGAQ",9478,988495,"02"
"GCKCECBWWX1M4WPY",9456,739437,"06"
"63IMKJFV0HCM0VZG",9476,739437,"02"
"GXEMECS44OQAUP5G",9522,848097,"05"
"IDYNYRDZWSEITJBE",9455,848097,"06"
"NLQNYYRIZHPQGB1W",9553,879483,"14"
"Z4KA8P1_MK6WAUF0",9561,1139478,"02"
"D13BHSIAA8UOQWGE",9458,848097,"07"
"LGPWVG34M4XU4UAY",9457,805996,"07"
"OHAJU5TFAGGKLJAG",9532,988495,"05"
"OOHQ1_KG74ILZL9I",9508,904731,"15"
"SNGJJOX7X4PROWFS",9459,739437,"14"
"X8ALJSNP4WM3DNLI",9532,904731,"01"
"PGUT5W2DKNHWAVBO",9560,805996,"06"
"ILBXCJCRSZYHAKBW",9555,1139478,"06"
"-9WLG9WBDGO_4FCI",9491,1050200,"05"
"ALQRV4KWIESTAJRI",9520,805996,"08"
"5A9OA8BDFKRBIMO0",9476,805996,"14"
"P8BPQALQMVSKCEYK",9540,988495,"06"
"TAICRGR5EBIUHPQC",9518,1139478,"06"
"0KYEWSMF9ACET07Q",9479,756311,"14"
"3VFWKMVZZ0CVHHKW",9478,848097,"02"
"T0VHHUXXEDBIYIV0",9492,988495,"05"
"XPNYS94IFR2ZQ40Q",9560,1218170,"06"
"8GDHHX7UHAD8QM78",9536,925966,"02"
"SV8ZH5-I9LHD_MRI",9519,960619,"02"
"4EKJX5YDEW8ABL9S",9536,879483,"05"
"R9GMEOI3_B_V00TW",9540,864754,"07"
"YVJW5MJGY9AUHALY",9548,925966,"03"
"SP6N1Z2TDEHXQOTU",9512,848097,"04"
"VYFKEZ6L9C9DYXXO",9451,879483,"14"
"XG4OTEDGXKXFW45E",9548,1139478,"06"
"UW8NPR7ISWFEEE6Q",9556,879483,"02"
"BTI-9W0EU08M-GFE",9484,988495,"06"
"-1HUKIBVJ-KGKOZU",9534,848097,"06"
"10RWEJUSWP6CLJT8",9526,1112753,"18"
"JOABAX9NPBVWXBBY",9519,944357,"14"
"HJX8RT7EV6LCIYE0",9560,988495,"06"
"NMZ-V64IYLLKMVYQ",9546,988495,"06"
"G5UXAQ4IWN60DOKM",9532,915763,"03"
"_GKMYODIOM8CLYNK",9487,848097,"06"
"P3FR49R_NHQ7-HUU",9507,904731,"07"
"VE4GCLKNL_NL_CNA",9469,904731,"04"
"KZAR7FE62YXTBNJU",9459,805996,"14"
"MU63I_MZCF8_3VN8",9546,805996,"11"
"PPTHFFK4SVSWCCQ8",9472,848097,"14"
"IPKAS6TFNPZQ6H6M",9462,1080978,"04"
"LTIMIAKHFVED5N1U",9456,777569,"04"
"EMLYT8TV8WCZUFDE",9463,828864,"14"
"J1OYB59NZAASAT50",9463,1080978,"11"
"_BWEPOWOIJWY_KKG",9529,805996,"02"
"2ER0ZXLH-AGSKONY",9547,1000675,"05"
"L82X6LI7MD8YRVUE",9525,904731,"18"
"CYOHR9CSBATG13U0",9547,805996,"09"
"C3BMQN45AII7Y1_0",9553,777569,"09"
"4ANZLER12VHMUPUS",9462,848097,"06"
"KFATMQPISFVODHXQ",9463,960619,"06"
"NYFN5-UK4K28LIXM",9476,1080978,"09"
"ECPS43V6PB40WIEG",9459,848097,"0Z"
"BDSPCZZNR6MUEABI",9469,925966,"06"
"AVTG0QC-VQBVT9D4",9520,1058465,"05"
"WPJ6P9JXHIRGATQW",9554,1139478,"06"
"Q9XIXFYXRDH_-2W0",9546,1080978,"06"
"51GPS6PD7TIYD1AK",9452,988495,"06"
"IXD2IAYK3RTKENXY",9562,1080978,"17"
"FCN60GHG6P_W-P2Y",9537,805996,"14"
"UQQ41HKSD4PCHO3S",9508,904731,"06"
"B8VQI37VDFKFMQY8",9511,904731,"18"
"3BAGSCEXZZESJX9U",9490,828864,"02"
"6T72_EAOIQAM7T0U",9553,864754,"07"
"M2GAOMQM68OB0ZES",9470,944357,"05"
"NGOCGMMYW_HHKBAK",9484,925966,"06"
"EHIV8GW41FAFD6DW",9485,864754,"05"
"HVNDFK5MQFNKYPHS",9449,960619,"14"
"4IBWNGTR88KBRCUG",9465,904731,"02"
"KXT2PLHI0QO2P5NW",9535,739437,"08"
"YJ71SLPTKVTG1III",9478,858353,"05"
"OZOAN2UNU7AEUSRM",9473,904731,"05"
"WVCQVGBRQD-I4XXO",9520,1032246,"02"
"_VEOISMLH2WMISH0",9507,805996,"02"
"6TS-U-8F0RTMTSOG",9533,879483,"06"
"PQLF9HKR_024FBRS",9548,925966,"06"
"PIV74BGQIXLM-MP4",9519,828864,"09"
"LDT5B5KQSQUNOMWA",9492,777569,"07"
"S7MBHNJJUNNDYW1C",9477,879483,"14"
"WWM41FYLD0JFSHOS",9556,925966,"06"
"L7EZ_HVHOGPQFGLG",9539,739437,"11"
"UU6VABMJYEBGGGSA",9464,1000675,"06"
"MGEGA_45ZNQPRFOY",9548,960619,"18"
"WOT4TLBZNL8FBRRI",9472,848097,"14"
"ZCYRMUFCD9YOSFVY",9504,851610,"14"
"7GCVQERMZ-OCMA7A",9519,925966,"06"
"K3FTRBKECHAGBNJI",9501,848097,"02"
"BZGINLVQVGOUHOVY",9528,944357,"14"
"SDYW8W7NBD2EGKTO",9484,904731,"14"
"F2DZUGJ2DAUK3CLO",9450,805996,"18"
"9C3ZRTG5CP98GX9E",9536,975222,"02"
"NSB8FXQGJBX2IP00",9457,925966,"05"
"_CIJUYYMWQ2X8LOK",9462,1041480,"06"
"5BNCL0WQSP0PEUBA",9451,904731,"04"
"TQNM175KMZCTGPFA",9513,848097,"02"
"-ETBPM-BL-BUOCOM",9521,1218170,"06"
"EUVXD1M-TRZLSJSS",9560,1022428,"06"
"_PQQUHL7SBFROKME",9526,1080978,"05"
"_LFB779ODTITERX4",9487,879483,"05"
"HHRNV25MCL1EU-GO",9539,1080978,"05"
"5KC0_QXZ8_WA5POQ",9515,904731,"06"
"LLALT3RYSAW4NPMM",9479,944357,"14"
"MAEXFA99INHNZRJY",9560,1066324,"06"
"JHJWWYDVC4IIJ0TS",9452,1112753,"07"
"EHWGNX8HANJXIEOI",9477,828864,"11"
"KS3OFJE1KFSAG_AI",9540,848097,"02"
"JZTLGQMVL9XK-GW0",9567,848097,"02"
"XMIBH06CYPFNCYMU",9480,925966,"06"
"FK9A6XTMX6IT8VFC",9469,960619,"14"
"GSUD11NNR5TMINZ4",9519,960619,"08"
"IA15PYNXRA-NRJGY",9472,828864,"06"
"_F-H5B9C48VSXFQO",9465,848097,"07"
"FJIALLE0_QRJECXO",9535,805996,"07"
"SFMEOEIR4FI9NRVK",9512,925966,"11"
"C5NZVCUBHOPFAYSY",9539,1183088,"02"
"FUMM6SVONBBFYHZM",9562,739437,"05"
"IVZD3BM87SRWYLTC",9560,1080978,"05"
"F3LTZALNBB4NC3HU",9549,988495,"09"
"IHHL3S3ZGTKATCN0",9548,1100761,"14"
"QD2A-2V8ZF565IAI",9449,904731,"06"
"QKV9LGDF-SBE8U9O",9567,988495,"06"
"T9VN-FNVIQDMXHOS",9546,1218170,"06"
"RNFROL1BBKDTG9H8",9499,1139478,"04"
"NLPHSCXIKXOOUV18",9540,944357,"14"
"N5LHLGY8B2HWL6NM",9450,904731,"06"
"RD5WKYYOUMJRRA4Y",9520,944357,"02"
"7FILM-VO5UE5HQUI",9549,925966,"02"
"DXESHZHEYOQL8CC0",9527,756311,"05"
"HKCL3MG67DJAI5F8",9515,848097,"04"
"U_XMR2_4T95N87BC",9477,777569,"14"
"M8U7IS89NFBXIFXI",9555,739437,"02"
"UHU63S77KVQCCFYQ",9561,848097,"05"
"RB9P11RNI4WZVSHC",9473,904731,"02"
"4FTFN2UPV_K31G8M",9527,1050200,"04"
"UBBTS2TBK_TPQOKC",9561,848097,"07"
"XTFQFMFG93PTEZTO",9513,1080978,"07"
"VVWAXVPEUD531EOE",9540,988495,"02"
"IVFQSMOPCDW_YUIO",9550,968105,"14"
"QGJYKM8E5HH-Q-U4",9556,988495,"09"
"NTLLA6RZX6DMKXVE",9557,892709,"06"
"93BRGGU_MMDFIV0U",9561,1139478,"02"
"GLCKGMK2PTSVGLGY",9484,739437,"14"
"R5WHB07ARVVNUU4U",9486,879483,"04"
"7XMIHHJDNF6OIIMO",9471,805996,"14"
"EBLXIAE_7UAOBEUQ",9546,805996,"04"
"43E0W_YXOQCGOSKE",9511,739437,"06"
"DKROU690DR-GY8RC",9567,1041480,"05"
"QREWP2SOT63I1PBQ",9518,805996,"06"
"XJT8E-SFY_0SG8KC",9526,904731,"09"
"JJVX87ZJD-M6ZFJ4",9533,904731,"05"
"OVAJ1Q63-N_DK4F0",9478,1080978,"09"
"8JRDDSCEONF7XUSI",9539,904731,"06"
"2_FT0PS0Y_KSYGNS",9485,988495,"18"
"IPYR64CW7U4I1_QU",9459,805996,"05"
"Y97UER7SKBDHDVPE",9562,848097,"14"
"JEG4NMBQGUENUCM4",9555,1139478,"06"
"_YTYC7U9M8IH1TSG",9515,1070113,"06"
"SU473UVLYTYVH3JS",9554,904731,"05"
"FI6S32ATGAPCHA7U",9485,879483,"02"
"ZIFJYOAE23B_QVCC",9470,848097,"09"
"RQ7HEK5Y51_FILEI",9549,756311,"05"
"DNVIPG65FFVJU4EE",9564,988495,"06"
"LOKG-6R0BNA32278",9514,805996,"09"
"RP5_25HX8TM1E3XY",9533,1139478,"06"
"A0VQPYCZQ19IDPKE",9469,904731,"06"
"KJGZKKJZRZL-DROY",9564,848097,"02"
"UD4NOFVBSHNLEOEM",9463,805996,"14"
"POZIAM0HNUUTZO5U",9550,1218170,"06"
"JAKMV9ATFTAQAZW4",9507,848097,"08"
"ZRN-OGJCE0LTYASG",9515,739437,"14"
"AFOIKST_DQOIM_YQ",9561,925966,"14"
"M8IXXDMGAC-YVNKU",9555,1218170,"02"
"PQEAHC749QSDQLNW",9469,925966,"05"
"CR9ZAC_JSKOP8BAC",9514,1112753,"06"
"RRVACHGJBXU2_N3S",9504,904731,"04"
"EORZBDPG7KGJFVMM",9480,1080978,"05"
"JUEIBGN1IOFRVGQ0",9515,848097,"09"
"2PCUHA7RGDEJP_AK",9529,925966,"04"
"AS5N2NYE_AWUL8IS",9479,848097,"14"
"IY1ODNEQXGGQ64B0",9563,960619,"02"
"QLPH8LPDLBULBKVG",9564,960619,"08"
"FRST8DXOG0HCDYKO",9560,925966,"14"
"7YPY13O39LLWKXG4",9534,904731,"14"
"PSR6SQF7TI6DE1GS",9458,805996,"08"
"B1BKJEVXU0U0HPQK",9562,1011941,"05"
"6BZQ15BRO_NK7DFI",9561,848097,"05"
"ULEEHXYDFD59C4CE",9557,739437,"07"
"QSNRKBF7ZJZGFZEW",9470,739437,"14"
"HAZOZES_IH9Q6WPO",9514,925966,"06"
"Y__BB78GCACCTBNM",9567,864754,"14"
"G-RQFLYNQGD_PJW4",9499,748203,"03"
"5NKQK2AIMN-MSBS8",9550,879483,"11"
"CHAM1WRKSQKNCULG",9548,960619,"05"
"YNTDPCVNOU9GKH-I",9470,848097,"06"
"LSUNFV6WZZZ9SO40",9471,879483,"02"
"LRJB4PG3CZRNMKDE",9553,904731,"03"
"6A0ZQA25TSYXS6RY",9537,944357,"05"
"GGWFLHKCZZI3U0KU",9550,777569,"02"
"S6BCEYE6GGPTDB0O",9486,879483,"09"
"LCGBFX5ZTULSF22C",9534,828864,"02"
"WRNXNPIKQUXAK1GA",9491,805996,"09"
"5HLEA4K4B38LBW1U",9548,805996,"14"
"DWCPYQF1BJASCHPU",9477,879483,"09"
"UP0UXEWIOV5PEMTY",9504,864754,"02"
"RSGMVHRHLWMI_GWC",9470,848097,"06"
"HVN0RKS6GPTWONNE",9554,879483,"14"
"V2GXPDLB1SDOTFMC",9469,848097,"05"
"JYYPXKBWPMQ289EQ",9540,1112753,"18"
"G-8IVSJ4P1ANWBXQ",9550,1218170,"02"
"WMJ9XO-PP8JGCNIC",9528,904731,"08"
"OEHXV-ZCJXRLUIJ8",9471,739437,"02"
"PHXCVMH0NOSONHZW",9536,1139478,"06"
"A2DOUXC7PJWJYBAU",9499,828864,"11"
"QZTTDP5YH9OUF2FK",9550,960619,"02"
"OJX40JKRXFB5YYRA",9466,960619,"06"
"8AOCHB1YSYV_AXOW",9562,925966,"02"
"7MSHXZPA74L2-O5U",9536,925966,"11"
"S8RQ7VSIYBPV1JAK",9549,848097,"06"
"KVU7960LFTSDL3K8",9471,1112753,"02"
"TJACGOMR07ZA3XAE",9555,848097,"06"
"UWH9G8MZLJFVD1GW",9521,988495,"02"
"ZUQZU7HMBFLPIKN4",9463,805996,"09"
"JVO_3ZBX0ZTTSRBG",9562,1112753,"06"
"RHWVPDZMKKMQUGY4",9500,864754,"14"
"B-XQGJ8X-ZPESKVE",9459,988495,"18"
"U5KXN2ETHMBEKU-W",9540,848097,"07"
"HE2OTMESLNK5K-E0",9511,805996,"18"
"O7STL1VO_BFOSOFW",9540,1218170,"06"
"IZA3UC59BRXIA2T0",9533,944357,"04"
"5HKNYAJ4WX5QVTJU",9564,904731,"06"
"V8FNJH6VQ4X2FVUW",9533,904731,"02"
"APLEX7YXPPKU0NMS",9450,864754,"02"
"RVX4TPOE1FPMRW2O",9455,1050200,"05"
"3DGIDIOLC2AGSE5S",9548,805996,"21"
"6IMVNRY-G0LNL55A",9464,1139478,"14"
"BIDJUVSNJOUPR95S",9492,925966,"14"
"DMF0KJPBVYZTYUP0",9462,805996,"06"
"406V8CSAOOEQSDDS",9456,879483,"04"
"ETYOTIKA8UPEFVKE",9561,1041480,"14"
"IEH_3GALCOQPFHOM",9487,805996,"19"
"AZSGWKKHJ5PXH3-W",9563,1112753,"06"
"EU-P21VP8AV4QD-S",9532,925966,"05"
"KZLM5FGCQS7HXDM8",9561,805996,"07"
"SLP_CFEUG0CYHQTE",9449,1050200,"14"
"WPPP-LAQPKMCLNXK",9485,944357,"14"
"HG_ERJMWM_QRHHMW",9469,1041480,"02"
"YETIKDH1NGNRZPFU",9522,777569,"05"
"B2WG_-0TEMJYX5SM",9525,904731,"02"
"1CSW1OBO02I_8NJY",9504,879483,"08"
"9_TNAHVLHPJLFOYK",9477,805996,"11"
"FNO311X6NDGHOC7Y",9515,777569,"14"
"UHKCDPKODOMQF9OY",9555,848097,"02"
"WNZ7LGZGFQ6LQZU4",9473,848097,"03"
"BPRO8M9NLITHNULC",9485,1041480,"06"
"FTLBMMY2UKEVFJZS",9466,739437,"14"
"VO-UXTZOZ4OU4TRI",9480,1041480,"07"
"AMBPSC7ALVJ8IKYQ",9476,960619,"05"
"AG-C0V3BLARL3NBM",9527,739437,"05"
"Y8ORA2T-7SMGYFAI",9521,1218170,"06"
